peer,KPI,sort,Product,Hierarchy 1,average,Value,Rank,last,group,Code
EMEA-focused vendors,Ease of use,14,cubus,Customer experience,6.335606666,6.342335039,7,,2,
EMEA-focused vendors,Ease of use,14,CXO-Cockpit,Customer experience,6.335606666,10,1,,2,
EMEA-focused vendors,Ease of use,14,DigDash,Customer experience,6.335606666,7.564901201,2,,2,
EMEA-focused vendors,Ease of use,14,Jedox,Customer experience,6.335606666,6.360182294,6,,2,
EMEA-focused vendors,Ease of use,14,Longview Analytics,Customer experience,6.335606666,5.819069789,8,,2,
EMEA-focused vendors,Ease of use,14,MIK (prevero),Customer experience,6.335606666,3.980801746,12,,2,
EMEA-focused vendors,Ease of use,14,prevero (prevero),Customer experience,6.335606666,5.630449343,9,,2,
EMEA-focused vendors,Ease of use,14,Pyramid Analytics,Customer experience,6.335606666,7.02245281,3,,2,
EMEA-focused vendors,Ease of use,14,TARGIT,Customer experience,6.335606666,6.483753663,5,,2,
EMEA-focused vendors,Sales experience,15,Bissantz,Customer experience,7.573115106,8.08638413,4,,2,
EMEA-focused vendors,Sales experience,15,BOARD,Customer experience,7.573115106,6.231740307,11,,2,
EMEA-focused vendors,Sales experience,15,Cubeware,Customer experience,7.573115106,6.324874404,10,,2,
EMEA-focused vendors,Sales experience,15,cubus,Customer experience,7.573115106,9.496138315,2,,2,
EMEA-focused vendors,Sales experience,15,CXO-Cockpit,Customer experience,7.573115106,7.889990983,5,,2,
EMEA-focused vendors,Sales experience,15,DigDash,Customer experience,7.573115106,7.760144274,7,,2,
EMEA-focused vendors,Sales experience,15,Jedox,Customer experience,7.573115106,7.200180343,9,,2,
EMEA-focused vendors,Sales experience,15,Longview Analytics,Customer experience,7.573115106,4.841544389,12,,2,
EMEA-focused vendors,Sales experience,15,MIK (prevero),Customer experience,7.573115106,7.427412083,8,,2,
EMEA-focused vendors,Sales experience,15,prevero (prevero),Customer experience,7.573115106,7.792605951,6,,2,
EMEA-focused vendors,Sales experience,15,Pyramid Analytics,Customer experience,7.573115106,9.707844905,1,,2,
EMEA-focused vendors,Sales experience,15,TARGIT,Customer experience,7.573115106,8.11852119,3,,2,
EMEA-focused vendors,Data volume,16,Bissantz,Customer experience,2.264949626,2.387006357,4,,2,
EMEA-focused vendors,Data volume,16,BOARD,Customer experience,2.264949626,1.215776565,9,,2,
EMEA-focused vendors,Data volume,16,Cubeware,Customer experience,2.264949626,1.966564893,5,,2,
EMEA-focused vendors,Data volume,16,cubus,Customer experience,2.264949626,1.608331605,6,,2,
EMEA-focused vendors,Data volume,16,CXO-Cockpit,Customer experience,2.264949626,1.463536714,8,,2,
EMEA-focused vendors,Data volume,16,DigDash,Customer experience,2.264949626,1.148205616,10,,2,
EMEA-focused vendors,Data volume,16,Jedox,Customer experience,2.264949626,1.04073563,12,,2,
EMEA-focused vendors,Data volume,16,Longview Analytics,Customer experience,2.264949626,6.058361279,1,,2,
EMEA-focused vendors,Data volume,16,MIK (prevero),Customer experience,2.264949626,1.049101557,11,,2,
EMEA-focused vendors,Data volume,16,prevero (prevero),Customer experience,2.264949626,1.576154963,7,,2,
EMEA-focused vendors,Data volume,16,Pyramid Analytics,Customer experience,2.264949626,4.068772211,2,,2,
EMEA-focused vendors,Data volume,16,TARGIT,Customer experience,2.264949626,3.596848119,3,,2,
EMEA-focused vendors,Query performance,17,Bissantz,Customer experience,6.49317717,6.007879247,6,,2,
EMEA-focused vendors,Query performance,17,BOARD,Customer experience,6.49317717,4.810351068,11,,2,
EMEA-focused vendors,Query performance,17,Cubeware,Customer experience,6.49317717,5.533608703,8,,2,
EMEA-focused vendors,Query performance,17,cubus,Customer experience,6.49317717,6.448338834,4,,2,
EMEA-focused vendors,Query performance,17,CXO-Cockpit,Customer experience,6.49317717,5.67514576,7,,2,
EMEA-focused vendors,Query performance,17,DigDash,Customer experience,6.49317717,5.040440314,10,,2,
EMEA-focused vendors,Query performance,17,Jedox,Customer experience,6.49317717,8.26292517,3,,2,
EMEA-focused vendors,Query performance,17,Longview Analytics,Customer experience,6.49317717,9.844500097,2,,2,
EMEA-focused vendors,Query performance,17,MIK (prevero),Customer experience,6.49317717,5.149732706,9,,2,
EMEA-focused vendors,Query performance,17,prevero (prevero),Customer experience,6.49317717,4.716078391,12,,2,
EMEA-focused vendors,Query performance,17,Pyramid Analytics,Customer experience,6.49317717,10,1,,2,
EMEA-focused vendors,Query performance,17,TARGIT,Customer experience,6.49317717,6.429125755,5,,2,
EMEA-focused vendors,Performance satisfaction,18,Bissantz,Customer experience,7.325412245,7.206896552,7,,2,
EMEA-focused vendors,Performance satisfaction,18,BOARD,Customer experience,7.325412245,5.819845179,9,,2,
EMEA-focused vendors,Performance satisfaction,18,Cubeware,Customer experience,7.325412245,4.639498433,11,,2,
EMEA-focused vendors,Performance satisfaction,18,cubus,Customer experience,7.325412245,8.448275862,6,,2,
EMEA-focused vendors,Performance satisfaction,18,CXO-Cockpit,Customer experience,7.325412245,6.996662959,8,,2,
EMEA-focused vendors,Performance satisfaction,18,DigDash,Customer experience,7.325412245,8.75862069,5,,2,
EMEA-focused vendors,Performance satisfaction,18,Jedox,Customer experience,7.325412245,8.904665314,3,,2,
EMEA-focused vendors,Performance satisfaction,18,Longview Analytics,Customer experience,7.325412245,8.785607196,4,,2,
EMEA-focused vendors,Performance satisfaction,18,MIK (prevero),Customer experience,7.325412245,5.743842365,10,,2,
EMEA-focused vendors,Performance satisfaction,18,prevero (prevero),Customer experience,7.325412245,4.014778325,12,,2,
EMEA-focused vendors,Performance satisfaction,18,Pyramid Analytics,Customer experience,7.325412245,9.452332657,1,,2,
EMEA-focused vendors,Performance satisfaction,18,TARGIT,Customer experience,7.325412245,9.133921411,2,,2,
EMEA-focused vendors,Innovation,19,Bissantz,Innovation,4.520554163,5.14990461,3,,1,
EMEA-focused vendors,Innovation,19,BOARD,Innovation,4.520554163,3.961658054,7,,1,
EMEA-focused vendors,Innovation,19,Cubeware,Innovation,4.520554163,3.437831186,10,,1,
EMEA-focused vendors,Innovation,19,cubus,Innovation,4.520554163,3.233905466,12,,1,
EMEA-focused vendors,Innovation,19,CXO-Cockpit,Innovation,4.520554163,4.962958205,5,,1,
EMEA-focused vendors,Innovation,19,DigDash,Innovation,4.520554163,5.091627447,4,,1,
EMEA-focused vendors,Innovation,19,Jedox,Innovation,4.520554163,3.489007267,9,,1,
EMEA-focused vendors,Innovation,19,Longview Analytics,Innovation,4.520554163,4.960575261,6,,1,
EMEA-focused vendors,Innovation,19,MIK (prevero),Innovation,4.520554163,3.268757376,11,,1,
EMEA-focused vendors,Innovation,19,prevero (prevero),Innovation,4.520554163,3.541058973,8,,1,
EMEA-focused vendors,Innovation,19,Pyramid Analytics,Innovation,4.520554163,7.185156795,1,,1,
EMEA-focused vendors,Innovation,19,TARGIT,Innovation,4.520554163,5.96420931,2,,1,
EMEA-focused vendors,Cloud BI,20,Bissantz,Innovation,2.960586405,2.559843035,9,,2,
EMEA-focused vendors,Cloud BI,20,BOARD,Innovation,2.960586405,2.559843035,8,,2,
EMEA-focused vendors,Cloud BI,20,Cubeware,Innovation,2.960586405,1,12,,2,
EMEA-focused vendors,Cloud BI,20,cubus,Innovation,2.960586405,2.618705036,7,,2,
EMEA-focused vendors,Cloud BI,20,CXO-Cockpit,Innovation,2.960586405,3.162589928,4,,2,
EMEA-focused vendors,Cloud BI,20,DigDash,Innovation,2.960586405,4.992805755,1,,2,
EMEA-focused vendors,Cloud BI,20,Jedox,Innovation,2.960586405,4.332628015,3,,2,
EMEA-focused vendors,Cloud BI,20,Longview Analytics,Innovation,2.960586405,2.517985612,10,,2,
EMEA-focused vendors,Cloud BI,20,MIK (prevero),Innovation,2.960586405,1.505035971,11,,2,
EMEA-focused vendors,Cloud BI,20,prevero (prevero),Innovation,2.960586405,4.376156218,2,,2,
EMEA-focused vendors,Cloud BI,20,Pyramid Analytics,Innovation,2.960586405,3.044193217,5,,2,
EMEA-focused vendors,Cloud BI,20,TARGIT,Innovation,2.960586405,2.857251041,6,,2,
EMEA-focused vendors,Mobile BI,21,Bissantz,Innovation,4.014164079,2.943521595,7,,2,
EMEA-focused vendors,Mobile BI,21,BOARD,Innovation,4.014164079,2.58002736,9,,2,
EMEA-focused vendors,Mobile BI,21,Cubeware,Innovation,4.014164079,2.952447067,6,,2,
EMEA-focused vendors,Mobile BI,21,cubus,Innovation,4.014164079,1.813953488,11,,2,
EMEA-focused vendors,Mobile BI,21,CXO-Cockpit,Innovation,4.014164079,10,1,,2,
EMEA-focused vendors,Mobile BI,21,DigDash,Innovation,4.014164079,4.139534884,5,,2,
EMEA-focused vendors,Mobile BI,21,Jedox,Innovation,4.014164079,2.908344733,8,,2,
EMEA-focused vendors,Mobile BI,21,Longview Analytics,Innovation,4.014164079,4.941118258,4,,2,
EMEA-focused vendors,Mobile BI,21,MIK (prevero),Innovation,4.014164079,1.867109635,10,,2,
EMEA-focused vendors,Mobile BI,21,prevero (prevero),Innovation,4.014164079,1.685645549,12,,2,
EMEA-focused vendors,Mobile BI,21,Pyramid Analytics,Innovation,4.014164079,5.534883721,3,,2,
EMEA-focused vendors,Mobile BI,21,TARGIT,Innovation,4.014164079,6.803382664,2,,2,
EMEA-focused vendors,Operational BI,22,Bissantz,Innovation,4.382877648,2.279970216,10,,2,
EMEA-focused vendors,Operational BI,22,BOARD,Innovation,4.382877648,5.656662665,5,,2,
EMEA-focused vendors,Operational BI,22,Cubeware,Innovation,4.382877648,2.739495798,9,,2,
EMEA-focused vendors,Operational BI,22,cubus,Innovation,4.382877648,2.877005348,8,,2,
EMEA-focused vendors,Operational BI,22,CXO-Cockpit,Innovation,4.382877648,2.113590264,11,,2,
EMEA-focused vendors,Operational BI,22,DigDash,Innovation,4.382877648,6.823529412,2,,2,
EMEA-focused vendors,Operational BI,22,Jedox,Innovation,4.382877648,3.839572193,7,,2,
EMEA-focused vendors,Operational BI,22,Longview Analytics,Innovation,4.382877648,7.176470588,1,,2,
EMEA-focused vendors,Operational BI,22,MIK (prevero),Innovation,4.382877648,1,12,,2,
EMEA-focused vendors,Operational BI,22,prevero (prevero),Innovation,4.382877648,5.575630252,6,,2,
EMEA-focused vendors,Operational BI,22,Pyramid Analytics,Innovation,4.382877648,6.369747899,3,,2,
EMEA-focused vendors,Operational BI,22,TARGIT,Innovation,4.382877648,6.142857143,4,,2,
EMEA-focused vendors,Visual design standards,23,Bissantz,Innovation,5.743173267,10,1,,2,
EMEA-focused vendors,Visual design standards,23,BOARD,Innovation,5.743173267,5.1625,8,,2,
EMEA-focused vendors,Visual design standards,23,Cubeware,Innovation,5.743173267,5.918153846,5,,2,
EMEA-focused vendors,Visual design standards,23,cubus,Innovation,5.743173267,4.437419355,10,,2,
EMEA-focused vendors,Visual design standards,23,CXO-Cockpit,Innovation,5.743173267,5.7952,6,,2,
EMEA-focused vendors,Visual design standards,23,DigDash,Innovation,5.743173267,2.0656,12,,2,
EMEA-focused vendors,Visual design standards,23,Jedox,Innovation,5.743173267,5.036363636,9,,2,
EMEA-focused vendors,Visual design standards,23,Longview Analytics,Innovation,5.743173267,9.584,2,,2,
EMEA-focused vendors,Visual design standards,23,MIK (prevero),Innovation,5.743173267,6.052413793,3,,2,
EMEA-focused vendors,Visual design standards,23,prevero (prevero),Innovation,5.743173267,5.281428571,7,,2,
EMEA-focused vendors,Visual design standards,23,Pyramid Analytics,Innovation,5.743173267,5.995,4,,2,
EMEA-focused vendors,Visual design standards,23,TARGIT,Innovation,5.743173267,3.59,11,,2,
EMEA-focused vendors,Location intelligence,24,Bissantz,Innovation,3.852185799,6.7375,2,,2,
EMEA-focused vendors,Location intelligence,24,BOARD,Innovation,3.852185799,2.627659574,8,,2,
EMEA-focused vendors,Location intelligence,24,Cubeware,Innovation,3.852185799,2.647692308,7,,2,
EMEA-focused vendors,Location intelligence,24,cubus,Innovation,3.852185799,3.7,5,,2,
EMEA-focused vendors,Location intelligence,24,CXO-Cockpit,Innovation,3.852185799,1.566666667,11,,2,
EMEA-focused vendors,Location intelligence,24,DigDash,Innovation,3.852185799,5.371428571,3,,2,
EMEA-focused vendors,Location intelligence,24,Jedox,Innovation,3.852185799,2.854545455,6,,2,
EMEA-focused vendors,Location intelligence,24,Longview Analytics,Innovation,3.852185799,2.423255814,10,,2,
EMEA-focused vendors,Location intelligence,24,MIK (prevero),Innovation,3.852185799,2.53,9,,2,
EMEA-focused vendors,Location intelligence,24,prevero (prevero),Innovation,3.852185799,1.546428571,12,,2,
EMEA-focused vendors,Location intelligence,24,Pyramid Analytics,Innovation,3.852185799,10,1,,2,
EMEA-focused vendors,Location intelligence,24,TARGIT,Innovation,3.852185799,4.221052632,4,,2,
EMEA-focused vendors,Visual analysis,25,Bissantz,Innovation,6.085074851,7.104584383,6,,2,
EMEA-focused vendors,Visual analysis,25,BOARD,Innovation,6.085074851,7.250027379,5,,2,
EMEA-focused vendors,Visual analysis,25,Cubeware,Innovation,6.085074851,4.853904282,9,,2,
EMEA-focused vendors,Visual analysis,25,cubus,Innovation,6.085074851,3.565255038,10,,2,
EMEA-focused vendors,Visual analysis,25,CXO-Cockpit,Innovation,6.085074851,7.821410579,4,,2,
EMEA-focused vendors,Visual analysis,25,DigDash,Innovation,6.085074851,8.219647355,3,,2,
EMEA-focused vendors,Visual analysis,25,Jedox,Innovation,6.085074851,2.342221836,11,,2,
EMEA-focused vendors,Visual analysis,25,Longview Analytics,Innovation,6.085074851,5.16046485,8,,2,
EMEA-focused vendors,Visual analysis,25,MIK (prevero),Innovation,6.085074851,6.010075567,7,,2,
EMEA-focused vendors,Visual analysis,25,prevero (prevero),Innovation,6.085074851,1.847858942,12,,2,
EMEA-focused vendors,Visual analysis,25,Pyramid Analytics,Innovation,6.085074851,10,1,,2,
EMEA-focused vendors,Visual analysis,25,TARGIT,Innovation,6.085074851,8.845448003,2,,2,
EMEA-focused vendors,Embedded BI,26,Bissantz,Innovation,4.605817088,4.423913043,4,,2,
EMEA-focused vendors,Embedded BI,26,BOARD,Innovation,4.605817088,1.894886364,12,,2,
EMEA-focused vendors,Embedded BI,26,Cubeware,Innovation,4.605817088,3.953125,7,,2,
EMEA-focused vendors,Embedded BI,26,cubus,Innovation,4.605817088,3.625,9,,2,
EMEA-focused vendors,Embedded BI,26,CXO-Cockpit,Innovation,4.605817088,4.28125,5,,2,
EMEA-focused vendors,Embedded BI,26,DigDash,Innovation,4.605817088,4.028846154,6,,2,
EMEA-focused vendors,Embedded BI,26,Jedox,Innovation,4.605817088,3.109375,10,,2,
EMEA-focused vendors,Embedded BI,26,Longview Analytics,Innovation,4.605817088,2.920731707,11,,2,
EMEA-focused vendors,Embedded BI,26,MIK (prevero),Innovation,4.605817088,3.916666667,8,,2,
EMEA-focused vendors,Embedded BI,26,prevero (prevero),Innovation,4.605817088,4.474264706,3,,2,
EMEA-focused vendors,Embedded BI,26,Pyramid Analytics,Innovation,4.605817088,9.352272727,1,,2,
EMEA-focused vendors,Embedded BI,26,TARGIT,Innovation,4.605817088,9.289473684,2,,2,
EMEA-focused vendors,Competitiveness,27,Bissantz,Competitiveness,3.923847462,4.441610216,5,,1,
EMEA-focused vendors,Competitiveness,27,BOARD,Competitiveness,3.923847462,2.81185938,9,,1,
EMEA-focused vendors,Competitiveness,27,Cubeware,Competitiveness,3.923847462,3.205552854,8,,1,
EMEA-focused vendors,Competitiveness,27,cubus,Competitiveness,3.923847462,4.73470777,4,,1,
EMEA-focused vendors,Competitiveness,27,CXO-Cockpit,Competitiveness,3.923847462,4.892120075,3,,1,
EMEA-focused vendors,Competitiveness,27,DigDash,Competitiveness,3.923847462,5.533390061,1,,1,
EMEA-focused vendors,Competitiveness,27,Jedox,Competitiveness,3.923847462,2.654688238,10,,1,
EMEA-focused vendors,Competitiveness,27,Longview Analytics,Competitiveness,3.923847462,5.047356114,2,,1,
EMEA-focused vendors,Competitiveness,27,prevero (prevero),Competitiveness,3.923847462,2.634902266,11,1,1,
EMEA-focused vendors,Competitiveness,27,Pyramid Analytics,Competitiveness,3.923847462,3.250029174,7,,1,
EMEA-focused vendors,Competitiveness,27,TARGIT,Competitiveness,3.923847462,3.956105931,6,,1,
EMEA-focused vendors,Competitiveness,27,MIK (prevero),Competitiveness,3.923847462,n/a,n/a,,1,
EMEA-focused vendors,Considered for purchase,28,Bissantz,Competitiveness,2.645354645,4.239010989,2,,2,
EMEA-focused vendors,Considered for purchase,28,BOARD,Competitiveness,2.645354645,4.263736264,1,,2,
EMEA-focused vendors,Considered for purchase,28,Cubeware,Competitiveness,2.645354645,3.991758242,3,,2,
EMEA-focused vendors,Considered for purchase,28,cubus,Competitiveness,2.645354645,1.593406593,9,,2,
EMEA-focused vendors,Considered for purchase,28,CXO-Cockpit,Competitiveness,2.645354645,1.346153846,10,,2,
EMEA-focused vendors,Considered for purchase,28,DigDash,Competitiveness,2.645354645,1.173076923,11,1,2,
EMEA-focused vendors,Considered for purchase,28,Jedox,Competitiveness,2.645354645,3.793956044,4,,2,
